"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",0,0.357958146818186,-0.0674538909542057,0.408533137491319,0.552920512131221,0.529812198435041,0.253216215333731,0.195122442186305,-0.200049561465097,0.0204893231783526,-0.0649307027283675,0.0329302155185463,-0.566677187326111,0.126569415975403,-0.116424744915696,-0.0373305075644818,-0.164572260302374,-0.0571196740592968,-0.110180348859094,-0.444647326506824,-0.257368496865026,0.130779985599518,-0.191298468095497,0.0146276231291823,-0.0995621303390962,0.564289007239854,0.0140207755315596,0.592620490128327,-0.0369103392908886,0.0395344770663101,-0.00665746367604944,-0.0369165071576548,-0.124674569236193,-0.14787529375332,-0.0573603093038408,0.00860632522838685,0.318701238955567,-0.153786833930166,1,-0.0430019838948526,0.0216607005182864,-0.0260483568621277,-0.172684498818718,-0.0822128610790696,-0.367601959201271
"2",0.714153697167371,0,0.693888848098922,0.767257708905992,0.434215950796022,0.363642093609109,-0.0566123814819581,0.696973430348651,0.0715577695836575,0.167815512921804,0.183683379023129,0.237571068660876,0.0740838279946964,0.21494804649245,0.113979415762816,-0.0444032993767379,-0.00673415512390836,0.000679634302716521,-0.0149871525454694,-0.171898235290921,-0.0992371808877173,-0.144118728806534,-0.0313972759296034,-0.0951813512361384,-0.326993955355998,0.766501642890411,0.171684272047832,1,0.13476426640662,-0.036891453416536,-0.299192130361031,-0.0753988058858468,0.107427761782339,0.237737960705321,0.250569093063886,0.0784431346731509,0.856256476150836,-0.359425336158807,0.535601495183631,0.238965613624599,0.0674879346014298,0.192434608267054,0.290815151455026,0.0622002530884942,-0.0768738590129699
"3",0.183935036734993,0.559682580556128,0,0.23953619793289,0.176248755465187,0.176188923485409,0.212376944840901,0.880901396620494,1,0.145058782106307,0.0528845486461159,0.046282117787909,-0.287745403317988,0.384435891201035,0.0933552889246026,0.0408510554559314,0.0259514886198586,0.435374280482715,-0.284368447063945,0.0302184378394578,0.214852849636268,-0.0528114683570907,-0.350772316433656,-0.110401453054523,-0.0464487626886769,-0.0286217636777826,-0.104168616351126,0.0222198923564981,-0.102212433656955,0.108831391299651,0.242889643645945,0.114762099244048,-0.000152513286852962,0.462682369248954,0.594114568757519,0.213157524372708,0.389416779247363,-0.0911072876430958,-0.182940606243374,0.00763718195055023,-0.0188542903120449,0.436592635849942,0.751562228775378,-0.157339302668446,0.343445276232191
"4",0.47862957244217,0.858515253990673,0.32101748514014,0,0.605781757456084,-0.113027204066211,0.116038961308208,0.794766859152735,0.110478758379971,0.171828882027653,-0.0801849438999103,0.319334586387772,-0.270025984451786,0.589294702171568,0.190477041226599,-0.0703642526413621,-0.146377000497142,0.503619896976067,0.270113475464735,0.190956837575122,0.0680624863589202,-0.166941782622004,-0.143064184258934,-0.279699041086979,-0.0747315576639203,-0.0556727118855745,-0.119531308160697,0.0981063019749906,-0.0718762915209964,0.0762659817275882,0.215210799738868,0.0422754493018293,0.256054766628031,1,0.756863499154559,0.670995124168318,0.574591504926965,-0.231256089270739,0.39398975704198,-0.0775765645345494,0.310424838692076,0.429108790257921,0.750266629268194,0.505808122972031,-0.0550775591822772
"5",0.485129081610272,0.100261763203313,-0.368915934005643,0.311548460147255,0,0.191239076981028,0.582870522677203,0.387646880229799,-0.164274855914731,0.0949938598444263,0.675323734913606,0.0503740984561722,0.028122919487915,0.389926912187321,-0.179816520295221,0.761221300851133,-0.0897220256029496,0.274854226682155,0.107968758787414,0.214965223511813,0.181004178364604,-0.522598965611362,-0.195584709487673,0.0197585937085229,-0.161559476804771,0.602651430586744,0.711556696817354,0.743845747510261,0.286628695930998,0.0486960592874481,-0.120923890912868,-0.0865324562562595,0.356970699300615,0.247598413955652,0.289474553658739,0.0174884438746681,1,-0.15319279811131,0.908345488296345,0.12968313067741,0.057517898149424,-0.297331175383925,-0.105771090071904,0.0250082234716575,0.337439684729635
"6",0.792149094538337,-0.169180946883449,-0.295067135349704,-0.447354381217253,-0.082955332776762,0,0.30968154979555,-0.530245567663137,0.106258469767309,-0.0563372078115738,0.385002860379303,0.178983080749766,0.624435379656196,0.0586133563834314,0.0141730141415344,1,0.773895009243376,0.168864779323835,-0.22079456122837,0.756223489379526,0.0553771807041011,-0.390045308631932,-0.28123335863296,0.093211865379993,0.00495483142680355,0.536586285430526,0.720740549616018,0.57023335778202,0.601162249928284,0.00767376028599551,-0.340954569619839,-0.000302579275760962,0.00651548793891924,-0.0436334182687814,0.21402984302712,-0.14023454807953,0.148418702389162,0.339518923774632,0.429739550697168,0.273974135747568,-0.049431322654409,-0.0502717404396459,-0.277170993485808,0.243927041806266,-0.0101603453926496
"7",-0.664332179571557,-0.844407551307939,-0.85468136346554,-1,0.0678501652689924,-0.0896182866022854,0,-0.207237612667297,-0.324587304443505,0.142207644090362,0.900911698127278,0.173215221186227,-0.102285919342727,-0.0219130334447879,-0.140095061004554,0.673185018094102,-0.00950972804837131,0.0387248522942832,-0.404499774043443,0.503327093939377,0.479618572500293,-0.726789600431764,0.0916432831861072,0.404168795813601,0.0703406049690689,0.5426057313573,0.824271983241274,0.570126917738194,0.453371382763669,-0.209629481538199,-0.0169538732388428,-0.189402186049028,-0.11143183916648,0.00344729125006425,0.0879798370548506,0.191428901885826,-0.243923377371017,-0.113950432164225,0.903284999391299,0.293722668679656,-0.0959133271339045,-0.298796980391473,0.278325363807741,0.010295953321699,0.125790164082612
"8",-0.223871729720245,-0.0740713750786801,0.142082223087581,0.210248781758727,0.0172500020835348,-0.375206279192904,0.0572956486247161,0,0.15586176329328,0.657397613543957,-0.313051513777578,0.0920387176643463,-0.136992799133904,0.76740326063491,0.289111236999167,-0.0402571620950127,-0.0497641887246171,0.75798374484586,-0.118366071496309,0.012298526478049,0.195482757160778,-0.534324591229292,-0.364624634314628,-0.196794085174701,-0.206698689669618,-0.190617304447676,0.040041928675938,-0.0996957403189899,0.274346740897747,-0.0636158128245162,0.108059976357588,-0.317122252804277,-0.0393440258555235,1,0.913061688889259,0.71864663426329,0.0232785311116397,-0.194960647365569,-0.0288103582523474,0.0244351692127607,-0.0944711157703221,-0.227450872223717,0.684310252897089,0.0643560129170082,0.156539490653424
"9",-0.552603113141098,-0.430383609771411,0.159848278818946,-0.27930017764017,-0.63444372347378,-0.314624766819042,-0.352205583760133,0.219782567145416,0,0.325621614490724,-0.0238784498900357,-0.0839651653752923,-0.295904439825013,0.230314209472949,1,-0.354744019473122,-0.198577459802173,0.336668969573376,0.494414267009064,0.185692452071117,0.0935791357232022,-0.606800300336718,-0.0177544028649842,-0.159440646469519,-0.321355250760688,-0.274457439283617,-0.187536816969525,-0.350747288085307,-0.0100771140817768,0.0733437401120722,0.0980656453496448,-0.0213362182337076,0.397212581596931,0.517336031381671,0.368920957258635,0.466020402053235,-0.509034535312512,-0.232526915183521,-0.257021836036165,0.00267604817992097,0.121463231000351,0.452615255922475,0.555949530930857,0.346074867128662,0.0885730139337515
"10",-0.626050977883075,-0.710496329618882,-0.69621224384299,-0.492925034681788,-0.410422518382067,-0.487745721655403,-0.100312798061234,0.377629718863974,0.120265068676506,0,0.0472837209766804,-0.174848376339546,-0.379094598123155,1,0.187789485746755,-0.0502870137349269,-0.296261042202254,0.352055460562516,0.0881627515776113,0.609945373740255,0.348932756547576,-0.536368567188153,-0.170842707362758,-0.155279515356895,-0.439877207379735,-0.237923106603958,0.354729902126918,-0.247006619145332,0.305500207898015,0.387583584676313,-0.267880162022661,-0.317319911175086,0.315732028030845,0.497261363940514,0.687860645856506,0.315765702035175,-0.477060404205111,-0.17065590690916,0.0497711429419096,0.240061874877595,0.0541340135783821,-0.279462145260808,0.452502968803386,-0.096572871013514,0.219823125779946
